
File: ../datasets/yacht_hydrodynamics.txtFinal results.
SEED: N_vars: 6 N_gens: 100 Pop_size: 500 XP: 0.9 MP: 0.05 TS: 20 MAX_D: 6 MIN_D: 1
ARITHMETIC MEAN OF ALL EXECUTIONS
GEN, BEST, WORST, AVG, %BETTER CHILDREN

1, 2496.28379807, 1.29995657235e+15, 2.59992596032e+12, 0.0
2, 2206.9244355, 2.48740308691e+20, 4.9748061739e+17, 28.5875605304
3, 1961.13404206, 1.54911140385e+15, 3.09823545655e+12, 26.9144670987
4, 1697.30953039, 2.04532517849e+15, 4.95693238151e+12, 25.1389495732
5, 1499.47548517, 2.547732847e+14, 509549181372.0, 24.3553593471
6, 1369.10765238, 9.25648838206e+11, 1855616879.63, 24.0545453321
7, 1237.64333114, 1.06962102981e+11, 222632754.254, 23.2484832595
8, 1111.13433217, 8.75530792626e+20, 1.75106158526e+18, 22.6675249423
9, 1021.02514067, 1.34921625295e+13, 26987098019.0, 21.776874354
10, 941.798888017, 1.8448853509e+14, 368998797080.0, 20.7388047361
11, 907.069605446, 2.34406893436e+19, 4.68813787124e+16, 19.9139037815
12, 854.459688584, 1.21020207322e+15, 2.42041291626e+12, 19.4840502134
13, 822.626505574, 4.94078327307e+14, 988160057191.0, 19.7997199083
14, 794.687199885, 1.79665713729e+14, 359345549896.0, 20.1962625596
15, 773.33835108, 50537091624.6, 105982683.431, 18.7124423985
16, 758.628720248, 45290445862.6, 95701206.1626, 18.5443682508
17, 735.211197839, 1.9561252876e+15, 3.91229660878e+12, 19.653256701
18, 721.267275707, 5.23095078812e+12, 10483475065.7, 18.302188627
19, 710.668907093, 9.37079728512e+14, 1.87416500187e+12, 18.7048827103
20, 694.408666611, 5.63758776053e+14, 1.12752033952e+12, 18.6944412289
21, 688.149447033, 2.27879685488e+11, 459784773.793, 20.2173609686
22, 676.362963869, 2.79209719649e+11, 562737802.811, 20.264965152
23, 669.293173434, 7.025171871e+11, 1561383952.27, 19.1866167265
24, 663.355317478, 6.17900737841e+13, 123591076266.0, 19.7539734839
25, 652.060041402, 1.02912505097e+17, 2.05825012629e+14, 21.2983102118
26, 645.992553043, 6.54787711239e+14, 1.30958332679e+12, 20.0683541313
27, 643.339176971, 2.98888784123e+16, 5.97777625178e+13, 19.3966749373
28, 635.947885876, 4.61047149532e+15, 9.22095395742e+12, 20.3028146545
29, 628.157278552, 7.0668300061e+15, 1.41336664838e+13, 19.6777643417
30, 626.788887008, 7.53687593239e+16, 1.50737527022e+14, 20.8532171754
31, 625.672705915, 1.26010658391e+19, 2.52021316935e+16, 19.8912440553
32, 623.285331645, 1.63931389591e+15, 3.27863338911e+12, 20.5235514096
33, 622.324721614, 3.36067455137e+16, 6.72134927695e+13, 20.6311909467
34, 620.553364758, 2.10134096299e+13, 42036351929.2, 20.7706669566
35, 619.519203504, 4.91562119065e+13, 98316938840.1, 20.5924306486
36, 618.026258012, 1.23385354051e+15, 2.46771123998e+12, 20.3421764995
37, 616.26364296, 3.95863729858e+19, 7.91727459761e+16, 21.0296198266
38, 614.876654456, 3.41673499351e+15, 6.83347269488e+12, 20.4084601607
39, 610.924482682, 3.72629035878e+13, 74531954986.3, 19.053368462
