
File: ../datasets/yacht_hydrodynamics.txtFinal results.
SEED: N_vars: 6 N_gens: 100 Pop_size: 500 XP: 0.3 MP: 0.9 TS: 20 MAX_D: 5 MIN_D: 1
ARITHMETIC MEAN OF ALL EXECUTIONS
GEN, BEST, WORST, AVG, %BETTER CHILDREN

1, 2452.61086364, 38029051742.3, 76281571.7777, 0.0
2, 2188.01973502, 4944907236.03, 10414572.3819, 28.5656912416
3, 2092.63181617, 835688814.879, 1980752.61337, 26.6310943595
4, 1845.09909436, 6.33232329812e+12, 12666250759.7, 29.3204878489
5, 1810.85051302, 241324149.114, 649263.237552, 31.2333625135
6, 1744.6643725, 895824579.124, 2014244.89197, 30.5995031876
7, 1690.11087353, 969154597.399, 2073862.69128, 30.2312537217
8, 1606.11189503, 254258922.348, 732591.05761, 30.6367499858
9, 1498.00909311, 1.62270400109e+16, 3.24540802102e+13, 29.4506660982
10, 1370.89661553, 660882305.52, 1473606.45724, 28.3947588085
11, 1323.76252653, 8.63011527169e+14, 1.72602323105e+12, 30.4240490803
12, 1178.84450368, 1206832636.8, 2568078.86667, 30.5342070903
13, 1119.36802765, 730340689.699, 1736456.76877, 29.6473956922
14, 1084.02286437, 41098285.135, 191085.223898, 30.5572504131
15, 1013.90140389, 5.23607759983e+15, 1.04721553642e+13, 31.3226597044
16, 972.127618708, 852707047.207, 1878638.83224, 31.1382723766
17, 914.245794508, 4.82401643926e+13, 96480558777.8, 32.7720866423
18, 883.886218183, 20886973070.0, 42164507.2137, 28.3870191054
19, 883.599363049, 5.23805993576e+15, 1.04761199809e+13, 29.2773614593
20, 857.316853822, 477949340.345, 1143448.92652, 30.0089231726
21, 842.656934543, 554604951.0, 1461743.5916, 32.5256550214
22, 828.331494668, 817851559.456, 1953383.19753, 29.5647511858
23, 806.639637766, 1.62267921421e+16, 3.24535864008e+13, 30.0816800236
24, 799.11057134, 157430761.002, 430168.006216, 30.413234039
25, 792.740778999, 4596099869.24, 10816486.5059, 29.5230472584
26, 780.975815286, 2.81635189087e+14, 563270582806.0, 28.8576159644
27, 771.250084346, 1.55832293399e+16, 3.11664588122e+13, 31.646759679
28, 751.903995012, 1011969558.51, 2718349.03396, 27.4842953879
29, 734.134965931, 219125795.549, 713646.317303, 27.8516115595
30, 721.220738119, 4243025022.31, 8745343.27031, 29.8498955961
31, 721.220738119, 2.65202197433e+14, 530404533938.0, 31.4071683219
32, 719.219227845, 370312176.957, 943270.831289, 29.0191012661
33, 711.098776529, 2.569151676e+14, 513831522213.0, 29.2056759773
34, 708.271872016, 521355050.094, 1275822.68559, 29.2112726118
35, 703.761526743, 259757257.81, 699163.947504, 29.9928814576
36, 703.761526743, 3268483821.52, 6751878.03693, 30.052926091
37, 703.761526743, 3.90979140215e+15, 7.81958295838e+12, 30.0709289451
38, 698.512593333, 516342336.655, 1280315.12724, 31.586382373
39, 698.201225377, 2421706175.19, 5111210.70277, 30.3603597683
40, 698.188539476, 46597571546.6, 93555222.1867, 26.6113119466
41, 696.383093075, 1.72256894291e+15, 3.44513802093e+12, 28.4384943007
42, 689.094770133, 109775021.322, 345198.689016, 28.2923434383
43, 687.63928394, 40710385.5533, 194563.996497, 30.1288441619
44, 679.418355977, 3.76632539447e+13, 75326753583.2, 28.6863694674
45, 676.093938334, 1.88840195881e+13, 37768537161.3, 27.6397103679
46, 676.093938334, 343493688.569, 845158.294965, 30.4135983327
47, 674.541329919, 301128680.519, 806915.902028, 30.3534235599
48, 674.07930332, 263253284.809, 703144.773951, 30.2204534557
49, 672.422105139, 1942146046.57, 4106505.65449, 29.2865761934
50, 671.020331295, 255503892.97, 724076.037359, 31.3717767116
51, 666.630011275, 8.60308267402e+15, 1.72061657127e+13, 29.3598571398
52, 664.232721183, 2.18514936379e+16, 4.37029876299e+13, 29.5366608422
53, 663.878544235, 673421822.441, 1575735.584, 29.6102641418
54, 659.424346139, 8619024174.02, 17422291.9482, 29.7872303081
55, 653.249358678, 191025428.397, 468140.027457, 30.3277629304
56, 651.342706884, 82705978.3392, 341100.407611, 28.2540875956
57, 651.342706884, 562251871.278, 2101659.42052, 29.8453428943
58, 646.084025686, 1697459569.29, 3707137.51705, 29.0420620576
59, 645.945647789, 1.27909959943e+14, 255820393317.0, 28.5246338815
60, 645.714006127, 12837729185.7, 25861711.8794, 30.4053169934
61, 645.714006127, 2.15945917189e+18, 4.31891834437e+15, 29.9191086482
62, 645.714006127, 6007962181.47, 12387902.1903, 30.5909127208
63, 645.714006127, 2.31040394723e+18, 4.62080789457e+15, 28.58682779
64, 640.269270465, 487894424.176, 1245704.0292, 29.7293491893
65, 640.269270465, 1.2784679437e+14, 255693763861.0, 29.0723917576
66, 638.100798468, 1088067923.22, 2740167.66423, 31.9266755878
67, 637.893836299, 2.3434829901e+14, 468698532823.0, 29.3530048439
68, 637.876859664, 1974576596.31, 4202136.58658, 29.5353641828
69, 637.876859664, 969805958.677, 2073313.00093, 30.8096936063
70, 635.628670795, 135103255.176, 407975.887628, 30.1872252518
71, 634.820249532, 2581656133.96, 5270260.51726, 31.3281946349
72, 634.820249532, 1568441748.85, 3446646.6438, 29.6256498954
73, 633.661334669, 9.71710533438e+14, 1.94342133159e+12, 29.5713402213
74, 633.638943248, 8471377067.98, 19712546.9545, 28.6271536562
75, 633.589597753, 436871485.524, 1022628.48959, 30.0180963835
76, 633.370209031, 1.21152483863e+15, 2.42305004588e+12, 31.6251248601
77, 633.370209031, 5.73237050166e+14, 1.14647418675e+12, 28.0890506161
78, 631.973885106, 444670041.555, 1106380.55028, 30.2950593028
79, 631.973885106, 57069185.299, 212004.697412, 30.7588896596
80, 631.973885106, 6640534602.34, 13495703.9864, 27.5684881283
81, 631.973885106, 5.39450172936e+13, 107890297481.0, 28.0768391827
82, 631.334946266, 92343130.5151, 291407.405038, 30.1263752818
83, 631.119079032, 278256475.87, 729007.707977, 28.7421529512
84, 628.487921332, 139291852.01, 495847.366804, 28.6583237294
85, 628.479708022, 6207329775.79, 12589690.6161, 29.173443626
86, 620.791835585, 6.63991495078e+16, 1.3279829935e+14, 29.3039158326
87, 617.938278101, 311405664.268, 815172.615919, 31.5538835914
88, 611.942873505, 210424996.297, 609032.605904, 28.8714778743
89, 610.779272254, 1.06272039191e+14, 212544328269.0, 29.9354661275
90, 604.557637942, 3.18348527957e+16, 6.36697058037e+13, 30.0322139849
91, 597.402590936, 1.36857365097e+14, 273714949368.0, 28.5907064572
92, 596.425089869, 2.51587770202e+15, 5.03175559598e+12, 28.9831673463
93, 596.151608724, 65557424662.1, 134122817.812, 30.7861455595
94, 591.441240916, 245629778.641, 630094.511372, 29.6372237662
95, 591.441240916, 7.6626648298e+15, 1.53253298262e+13, 31.3437719254
96, 589.788828436, 1011192035.35, 2218895.62262, 30.5321694836
97, 587.04901561, 3405143294.66, 7236078.90417, 29.7179363395
98, 585.799646135, 3.34583506105e+15, 6.69167050511e+12, 28.2287891243
99, 585.799646135, 572519717.067, 1306359.7046, 30.8779931449
100, 585.799646135, 1058317634.88, 2688705.39606, 29.9024493036
