
File: ../datasets/yacht_hydrodynamics.txtFinal results.
SEED: N_vars: 6 N_gens: 100 Pop_size: 500 XP: 0.6 MP: 0.3 TS: 2 MAX_D: 5 MIN_D: 1
ARITHMETIC MEAN OF ALL EXECUTIONS
GEN, BEST, WORST, AVG, %BETTER CHILDREN

1, 2526.47597653, 453755098.96, 1194543.84017, 0.0
2, 2378.42970877, 1.06742734196e+13, 21348716389.8, 45.7924379868
3, 2325.58957356, 298278854.559, 650437.980564, 40.4709191515
4, 2141.58673257, 111265449.889, 331504.102162, 39.6951003804
5, 2127.59030884, 1141992890.37, 2361101.80516, 38.6343729195
6, 2060.74549037, 271508436.446, 613067.679502, 37.8872454465
7, 1962.3474125, 1.20147660323e+15, 2.40295331459e+12, 38.6950008135
8, 1956.82622216, 70189299.8609, 219958.518952, 38.2942011666
9, 1840.98634128, 164817723.733, 403905.890034, 39.5333175456
10, 1820.15875597, 2011521484.35, 4109982.72557, 38.2516769285
11, 1766.45691305, 146650337.68, 520591.956074, 39.8674500835
12, 1765.77539997, 3.47383832212e+15, 6.94767676891e+12, 38.5863506423
13, 1753.88365723, 36312612.2053, 149241.392748, 40.0407676078
14, 1723.2196182, 295978705.593, 708648.679542, 38.9368252199
15, 1716.46645726, 46044110.8791, 126142.297448, 40.172415582
16, 1707.53792111, 5724751793.27, 11546050.2135, 38.3081728196
17, 1706.28524889, 201296640.655, 466847.425458, 38.7913368601
18, 1670.69673945, 229010481.935, 544214.754737, 39.1740775465
19, 1660.60610412, 129908066.68, 337265.916478, 39.3251640768
20, 1654.90553113, 23476872931.6, 47049184.8085, 37.6676165014
21, 1627.22611548, 3391924208.98, 6846881.73113, 39.636860526
22, 1626.37444456, 8301409877.57, 16714351.8909, 39.0629892629
23, 1622.04637369, 663970340.589, 1532902.00149, 39.6063009754
24, 1601.60143153, 60508052.6651, 170706.543865, 39.9121123585
25, 1600.19462658, 57773791.8541, 191852.844836, 39.549697
26, 1586.99618246, 109384241.16, 299147.038597, 39.9799154545
27, 1562.76347304, 905243868.047, 1891258.42233, 39.5373834492
28, 1550.17781863, 75352290.5212, 196735.747556, 39.4769451187
29, 1524.22002615, 284741352.622, 818405.204171, 41.028705189
30, 1470.55894649, 838247796.956, 1771916.09151, 40.0384506821
31, 1397.49969242, 139643868.441, 353382.460348, 39.4339854198
32, 1395.83894609, 2229472942.02, 4541558.7068, 39.9766509956
33, 1282.64913814, 167429599.161, 418693.606935, 41.3433735109
34, 1274.05006216, 4.70499580101e+12, 9410096585.28, 40.3728226254
35, 1228.55301142, 85606090.3508, 277686.671267, 40.9088726845
36, 1217.73865417, 697673900.19, 1465443.9295, 40.5295885685
37, 1207.60998852, 1.24188596075e+15, 2.48377208432e+12, 41.1751021981
38, 1196.46465383, 1140125547.86, 2373704.0661, 40.5738404856
39, 1192.92811555, 94584917.0074, 235064.184508, 41.3903632974
40, 1175.08974264, 172541396.533, 459940.223165, 40.9892246744
41, 1114.32297322, 3930146096.85, 7914263.95122, 40.4991481981
42, 1082.76427539, 96040566.2252, 293418.197008, 39.641656565
43, 1050.22631082, 9.58500192914e+14, 1.91700045076e+12, 40.6231304251
44, 1024.45375114, 139343437.275, 384418.501916, 39.9425024014
45, 1013.22017298, 625809746.211, 1341660.58775, 40.3867641533
